loan_amnt,int_rate,installment,term_months,annual_inc,dti,emp_length_num,delinq_2yrs,open_acc,revol_util,revol_bal,pub_rec,inq_last_6mths,total_acc,income_to_loan,dti_risk_flag,rate_grade_spread,has_delinquency,loan_to_income_pct,has_pub_rec,high_revol_util,grade,purpose,home_ownership,verification_status,TARGET,risk_score,risk_tier
25000,9.44,800.13,36.0,50000.0,25.4,6.0,0.0,8.0,42.3,7995,0.0,0.0,12.0,2.0,0,-1.248178731798479,0,50.0,0,0,1,2,5,0,0,0.5319769,Critical
9600,5.32,289.11,36.0,80000.0,14.45,10.0,0.0,20.0,27.6,19024,0.0,1.0,53.0,8.333333333333334,0,-1.8057770681332004,0,12.0,0,0,0,2,1,0,1,0.13180323,Low
3600,14.09,123.2,36.0,52000.0,17.72,3.0,0.0,18.0,18.7,2921,0.0,1.0,30.0,14.444444444444445,0,3.4018212682015214,0,6.92,0,0,1,2,1,0,0,0.27973217,Medium
7800,13.35,264.13,36.0,46030.0,32.57,2.0,0.0,20.0,33.8,8256,1.0,3.0,42.0,5.901282051282052,1,-0.6745022818252497,0,16.95,1,0,2,6,5,2,0,0.61256367,Critical
8500,22.74,327.89,36.0,35000.0,20.92,2.0,6.0,12.0,25.1,4545,1.0,3.0,37.0,4.117647058823529,0,1.6103203443012184,1,24.29,1,0,4,2,5,1,1,0.76145214,Critical
37525,14.08,874.7,60.0,52250.0,33.26,1.0,0.0,5.0,42.0,5589,0.0,0.0,12.0,1.3924050632911393,1,0.05549771817475069,0,71.82,0,0,2,2,1,2,0,0.69220954,Critical
6550,25.8,263.21,36.0,22000.0,18.77,9.0,0.0,7.0,79.4,7459,0.0,1.0,11.0,3.3587786259541983,0,-1.774409105414314,0,29.77,0,0,6,2,5,1,1,0.75667655,Critical
16000,9.93,339.41,60.0,63000.0,25.7,10.0,0.0,4.0,78.0,17094,0.0,0.0,15.0,3.9375,0,-0.7581787317984787,0,25.4,0,0,1,2,5,2,1,0.50834,Critical
9000,13.33,304.68,36.0,72000.0,18.18,3.0,0.0,12.0,44.8,25670,0.0,1.0,13.0,8.0,0,-0.6945022818252493,0,12.5,0,0,2,1,5,1,0,0.5349495,Critical
20500,19.05,532.35,60.0,54000.0,25.6,10.0,0.0,11.0,49.2,13327,0.0,2.0,31.0,2.6341463414634148,0,1.3321532712326594,0,37.96,0,0,3,2,1,2,1,0.6835859,Critical
16800,11.99,373.63,60.0,49830.0,28.32,7.0,0.0,24.0,24.6,12146,0.0,0.0,32.0,2.9660714285714285,0,-2.034502281825249,0,33.71,0,0,2,6,1,0,1,0.66162914,Critical
10000,5.32,301.15,36.0,73000.0,20.8,6.0,0.0,17.0,18.1,13769,0.0,0.0,37.0,7.3,0,-1.8057770681332004,0,13.7,0,0,0,2,1,0,0,0.11704919,Low
8325,21.49,227.52,60.0,25000.0,27.32,5.0,0.0,9.0,71.5,10869,0.0,3.0,22.0,3.003003003003003,0,0.3603203443012184,0,33.3,0,0,4,9,5,2,1,0.81828356,Critical
20000,13.33,677.07,36.0,55000.0,25.14,5.0,0.0,12.0,75.0,14642,0.0,1.0,33.0,2.75,0,-0.6945022818252493,0,36.36,0,0,2,2,4,2,1,0.54232687,Critical
7000,13.66,238.09,36.0,94245.0,20.74,8.0,0.0,7.0,84.2,15496,0.0,1.0,9.0,13.463571428571429,0,-0.36450228182524924,0,7.43,0,1,2,2,5,1,1,0.56632096,Critical
12500,19.52,327.85,60.0,67000.0,31.6,4.0,1.0,20.0,20.0,12661,0.0,3.0,38.0,5.36,1,-1.6096796556987805,1,18.66,0,0,4,4,1,0,1,0.7339111,Critical
8400,11.49,276.96,36.0,36000.0,28.13,1.0,0.0,3.0,71.8,359,0.0,0.0,8.0,4.285714285714286,0,0.8018212682015218,0,23.33,0,0,1,2,5,1,0,0.5845556,Critical
5000,16.99,178.24,36.0,75000.0,6.11,6.0,0.0,7.0,40.8,6078,2.0,0.0,12.0,15.0,0,-0.7278467287673429,0,6.67,1,0,3,4,5,1,0,0.55070853,Critical
5400,11.99,179.34,36.0,35000.0,19.31,1.0,0.0,5.0,72.2,9094,0.0,2.0,15.0,6.481481481481482,0,1.3018212682015218,0,15.43,0,0,1,4,4,1,0,0.4526899,High
35000,18.84,904.85,60.0,170000.0,11.7,3.0,0.0,11.0,66.8,27523,0.0,0.0,26.0,4.857142857142857,0,-2.28967965569878,0,20.59,0,0,4,1,1,2,0,0.5195379,Critical
6000,9.17,191.28,36.0,70000.0,10.03,2.0,0.0,11.0,34.6,9477,0.0,2.0,17.0,11.666666666666666,0,-1.5181787317984785,0,8.57,0,0,1,2,5,1,0,0.32175758,High
35000,16.99,869.66,60.0,145000.0,26.41,9.0,0.0,21.0,83.0,127159,0.0,0.0,45.0,4.142857142857143,0,-0.7278467287673429,0,24.14,0,1,3,2,1,2,0,0.5777071,Critical
3500,11.66,115.69,36.0,34500.0,16.23,3.0,0.0,12.0,25.4,5593,0.0,5.0,14.0,9.857142857142858,0,-2.3645022818252492,0,10.14,0,0,2,2,1,0,1,0.5254316,Critical
21750,25.83,874.36,36.0,85000.0,14.81,2.0,0.0,16.0,48.4,9302,0.0,3.0,37.0,3.9080459770114944,0,-1.7444091054143165,0,25.59,0,0,6,2,5,2,1,0.7573163,Critical
11200,10.49,363.98,36.0,90000.0,16.39,1.0,0.0,11.0,48.4,31827,0.0,1.0,20.0,8.035714285714286,0,-0.19817873179847822,0,12.44,0,0,1,2,1,2,0,0.31452045,High
12000,9.17,382.55,36.0,50000.0,19.23,5.0,0.0,17.0,30.8,13600,0.0,1.0,27.0,4.166666666666667,0,-1.5181787317984785,0,24.0,0,0,1,1,5,2,0,0.3693731,High
17000,11.14,557.69,36.0,100000.0,13.28,5.0,1.0,11.0,48.0,19285,0.0,1.0,17.0,5.882352941176471,0,0.45182126820152213,1,17.0,0,0,1,2,5,1,0,0.3698371,High
13000,12.85,437.09,36.0,50000.0,25.52,10.0,1.0,12.0,55.1,18288,1.0,2.0,26.0,3.8461538461538463,0,2.161821268201521,1,26.0,1,0,1,1,1,1,0,0.41640985,High
14000,18.25,357.42,60.0,110000.0,1.91,7.0,0.0,5.0,62.4,5926,3.0,0.0,15.0,7.857142857142857,0,-2.87967965569878,0,12.73,1,0,4,1,1,1,1,0.5291462,Critical
6000,5.32,180.69,36.0,56400.0,18.89,2.0,0.0,8.0,58.7,10096,0.0,0.0,12.0,9.4,0,-1.8057770681332004,0,10.64,0,0,0,1,5,0,0,0.12893751,Low
3000,11.53,98.98,36.0,115000.0,8.99,4.0,1.0,6.0,8.5,2455,0.0,1.0,14.0,38.333333333333336,0,0.8418212682015209,1,2.61,0,0,1,2,1,0,0,0.20808671,Medium
4000,15.59,139.82,36.0,38000.0,12.32,9.0,0.0,10.0,73.1,14468,0.0,0.0,24.0,9.5,0,-2.1278467287673415,0,10.53,0,0,3,7,1,0,0,0.40582424,High
10000,19.42,261.73,60.0,36000.0,5.97,4.0,1.0,7.0,42.6,5798,0.0,0.0,11.0,3.6,0,1.7021532712326604,1,27.78,0,0,3,9,5,1,0,0.7350335,Critical
27275,16.99,972.3,36.0,62000.0,28.36,10.0,0.0,21.0,66.0,32493,0.0,0.0,43.0,2.2731439046746105,0,-0.7278467287673429,0,43.99,0,0,3,1,1,0,1,0.5669957,Critical
5000,8.59,158.05,36.0,60000.0,1.18,9.0,0.0,4.0,15.3,5966,0.0,0.0,12.0,12.0,0,1.4642229318667992,0,8.33,0,0,0,11,1,1,0,0.22686929,Medium
7000,13.61,237.92,36.0,53000.0,9.42,7.0,0.0,8.0,31.9,1629,2.0,4.0,9.0,7.571428571428571,0,-0.41450228182524995,0,13.21,1,0,2,9,5,2,0,0.5705882,Critical
24000,10.75,782.9,36.0,115000.0,21.45,2.0,0.0,8.0,68.5,21386,0.0,1.0,16.0,4.791666666666667,0,0.06182126820152156,0,20.87,0,0,1,2,5,2,0,0.43514997,High
25025,18.84,646.97,60.0,54471.0,38.18,6.0,0.0,17.0,11.8,3750,1.0,0.0,48.0,2.176663336663337,1,-2.28967965569878,0,45.94,1,0,4,2,5,1,0,0.82676655,Critical
14000,18.99,513.12,36.0,62930.0,21.87,2.0,0.0,14.0,60.6,8307,0.0,0.0,27.0,4.495,0,1.272153271232657,0,22.25,0,0,3,2,1,2,0,0.61236835,Critical
3000,10.91,98.09,36.0,68000.0,15.04,1.0,1.0,7.0,47.6,4045,0.0,1.0,35.0,22.666666666666668,0,0.2218212682015217,1,4.41,0,0,1,1,1,0,0,0.25992632,Medium
15000,5.32,451.73,36.0,90000.0,14.34,3.0,0.0,17.0,0.6,702,0.0,1.0,50.0,6.0,0,-1.8057770681332004,0,16.67,0,0,0,9,1,1,0,0.11712506,Low
17750,21.48,673.12,36.0,130000.0,7.47,8.0,0.0,10.0,73.1,6649,0.0,2.0,13.0,7.323943661971831,0,0.3503203443012204,0,13.65,0,0,4,2,5,1,1,0.72294444,Critical
9600,7.97,300.7,36.0,39000.0,22.12,7.0,0.0,7.0,20.9,5170,1.0,0.0,8.0,4.0625,0,0.8442229318667991,0,24.62,1,0,0,2,1,0,0,0.2821041,Medium
6000,13.99,205.04,36.0,35000.0,24.17,2.0,0.0,10.0,48.5,9452,0.0,1.0,22.0,5.833333333333333,0,-0.03450228182524917,0,17.14,0,0,2,2,1,1,0,0.52913535,Critical
14000,9.67,449.58,36.0,38000.0,13.08,10.0,0.0,4.0,77.8,8166,1.0,0.0,7.0,2.7142857142857144,0,-1.0181787317984785,0,36.84,1,0,1,2,4,2,0,0.32931498,High
5000,7.96,156.59,36.0,70000.0,10.75,10.0,0.0,10.0,33.8,11598,0.0,0.0,21.0,14.0,0,0.8342229318667993,0,7.14,0,0,0,4,5,0,0,0.22517751,Medium
12000,17.27,429.45,36.0,66000.0,5.82,8.0,0.0,8.0,78.4,9096,0.0,2.0,11.0,5.5,0,-0.4478467287673418,0,18.18,0,0,3,4,1,1,0,0.5413913,Critical
10000,6.62,307.04,36.0,65000.0,16.34,5.0,0.0,15.0,30.4,8916,0.0,0.0,27.0,6.5,0,-0.5057770681332006,0,15.38,0,0,0,2,1,1,0,0.15925586,Medium
25000,14.99,594.62,60.0,76300.0,28.28,9.0,0.0,14.0,65.5,18994,1.0,0.0,19.0,3.052,0,0.9654977181747508,0,32.77,1,0,2,2,5,0,1,0.7890303,Critical
10000,12.74,335.69,36.0,42000.0,30.94,1.0,0.0,11.0,85.0,20452,0.0,0.0,14.0,4.2,1,-1.2845022818252492,0,23.81,0,1,2,2,1,2,1,0.5440386,Critical
35000,14.49,1204.57,36.0,80292.0,30.49,6.0,0.0,19.0,59.8,42391,0.0,0.0,44.0,2.294057142857143,1,0.46549771817475083,0,43.59,0,0,2,2,1,2,1,0.51536214,Critical
10000,9.99,322.63,36.0,42000.0,16.97,1.0,0.0,14.0,38.0,7972,2.0,0.0,20.0,4.2,0,-0.6981787317984782,0,23.81,1,0,1,2,5,0,0,0.39804563,High
24000,5.32,722.76,36.0,62000.0,9.81,8.0,0.0,7.0,72.5,5441,1.0,0.0,16.0,2.5833333333333335,0,-1.8057770681332004,0,38.71,1,0,0,1,5,1,0,0.21327792,Medium
5000,7.14,154.7,36.0,100000.0,3.14,10.0,0.0,16.0,7.6,3204,0.0,0.0,58.0,20.0,0,0.014222931866799016,0,5.0,0,0,0,6,4,0,0,0.083077684,Low
16000,12.29,358.27,60.0,60000.0,17.08,10.0,2.0,11.0,17.8,13497,0.0,1.0,32.0,3.75,0,-1.7345022818252502,1,26.67,0,0,2,2,1,0,0,0.49961537,High
12000,7.89,375.43,36.0,35000.0,27.57,1.0,0.0,9.0,31.5,7223,0.0,2.0,17.0,2.9166666666666665,0,0.764222931866799,0,34.29,0,0,0,1,5,1,0,0.3461884,High
5500,10.75,179.42,36.0,45000.0,15.41,1.0,0.0,9.0,74.5,5586,0.0,3.0,23.0,8.181818181818182,0,0.06182126820152156,0,12.22,0,0,1,2,5,1,1,0.4850426,High
18200,18.99,667.05,36.0,400000.0,3.65,7.0,0.0,4.0,47.0,15172,0.0,0.0,8.0,21.978021978021978,0,1.272153271232657,0,4.55,0,0,3,4,5,2,1,0.4718286,High
10750,12.23,358.24,36.0,78750.0,13.33,3.0,0.0,12.0,36.6,12601,0.0,3.0,22.0,7.325581395348837,0,-1.794502281825249,0,13.65,0,0,2,2,1,2,0,0.43813783,High
12000,10.99,392.81,36.0,76000.0,18.1,9.0,0.0,13.0,61.8,11682,0.0,0.0,42.0,6.333333333333333,0,0.3018212682015218,0,15.79,0,0,1,1,1,2,0,0.2848931,Medium
5000,10.56,162.66,36.0,50000.0,22.08,6.0,0.0,5.0,29.6,4355,0.0,0.0,8.0,10.0,0,-0.12817873179847794,0,10.0,0,0,1,1,4,0,0,0.38309225,High
25000,19.04,916.95,36.0,65000.0,11.82,6.0,0.0,11.0,74.3,10556,0.0,5.0,23.0,2.6,0,-5.865760246533128,0,38.46,0,0,5,11,1,2,1,0.738257,Critical
10000,14.49,344.17,36.0,150000.0,15.1,5.0,0.0,17.0,70.7,38337,0.0,0.0,20.0,15.0,0,0.46549771817475083,0,6.67,0,0,2,9,1,1,0,0.4859052,High
12000,10.99,392.81,36.0,55000.0,29.1,2.0,0.0,14.0,75.5,24396,0.0,0.0,21.0,4.583333333333333,0,0.3018212682015218,0,21.82,0,0,1,2,5,0,0,0.3992253,High
21000,15.59,506.12,60.0,73000.0,36.25,2.0,0.0,13.0,77.1,71506,0.0,2.0,40.0,3.4761904761904763,1,-2.1278467287673415,0,28.77,0,0,3,2,5,2,0,0.7882329,Critical
9700,11.44,319.6,36.0,25000.0,16.03,1.0,0.0,6.0,39.6,7320,0.0,0.0,8.0,2.577319587628866,0,0.7518212682015211,0,38.8,0,0,1,2,5,1,0,0.46564397,High
20000,13.99,683.46,36.0,105000.0,16.03,3.0,2.0,7.0,89.7,12734,0.0,1.0,29.0,5.25,0,-0.03450228182524917,1,19.05,0,1,2,1,4,0,0,0.5085623,Critical
28975,26.99,884.59,60.0,75000.0,25.84,10.0,0.0,11.0,35.7,5752,1.0,1.0,28.0,2.5884383088869716,0,2.0842397534668713,0,38.63,1,0,5,2,1,2,0,0.798621,Critical
18000,10.99,391.28,60.0,40500.0,25.87,10.0,0.0,8.0,81.8,16759,0.0,0.0,12.0,2.25,0,0.3018212682015218,0,44.44,0,1,1,1,1,0,0,0.5028246,Critical
15000,10.99,491.03,36.0,60000.0,20.82,7.0,0.0,11.0,80.8,22716,0.0,0.0,26.0,4.0,0,0.3018212682015218,0,25.0,0,1,1,9,5,2,0,0.4371143,High
17500,14.49,411.66,60.0,50000.0,20.52,4.0,0.0,26.0,48.4,16656,0.0,2.0,42.0,2.857142857142857,0,0.46549771817475083,0,35.0,0,0,2,2,5,1,0,0.74076265,Critical
14775,16.99,526.7,36.0,75000.0,20.97,10.0,0.0,6.0,88.6,7266,0.0,0.0,11.0,5.0761421319796955,0,-0.7278467287673429,0,19.7,0,1,3,2,1,0,0,0.49050692,High
19300,23.99,555.11,60.0,42000.0,11.39,1.0,0.0,4.0,28.3,4071,0.0,0.0,9.0,2.1761658031088085,0,-0.9157602465331287,0,45.95,0,0,5,4,1,1,1,0.7511041,Critical
10500,14.3,360.4,36.0,40000.0,31.98,6.0,0.0,9.0,64.7,4981,0.0,0.0,10.0,3.8095238095238093,1,0.2754977181747513,0,26.25,0,0,2,2,1,2,0,0.57899576,Critical
4300,8.18,135.11,36.0,30000.0,11.04,2.0,0.0,3.0,58.4,7586,0.0,0.0,5.0,6.976744186046512,0,-2.5081787317984787,0,14.33,0,0,1,1,5,0,0,0.24777456,Medium
4000,9.16,127.5,36.0,45000.0,21.63,1.0,3.0,16.0,68.2,4021,1.0,0.0,25.0,11.25,0,-1.5281787317984783,1,8.89,1,0,1,4,4,1,0,0.49315035,High
20000,9.76,422.59,60.0,75250.0,9.44,10.0,0.0,12.0,34.8,11323,0.0,0.0,19.0,3.7625,0,-0.9281787317984787,0,26.58,0,0,1,2,1,2,0,0.3664063,High
30600,19.99,1137.05,36.0,63760.0,13.63,7.0,0.0,7.0,45.8,13326,0.0,1.0,17.0,2.0836601307189544,0,2.272153271232657,0,47.99,0,0,3,2,1,1,1,0.6639529,Critical
10000,19.42,261.73,60.0,29900.0,33.32,6.0,0.0,8.0,11.9,2121,0.0,0.0,31.0,2.99,1,1.7021532712326604,0,33.44,0,0,3,1,5,2,0,0.821406,Critical
6000,12.69,201.27,36.0,32000.0,23.86,3.0,2.0,8.0,45.4,11616,0.0,0.0,21.0,5.333333333333333,0,-1.3345022818252499,1,18.75,0,0,2,5,5,1,0,0.54334193,Critical
24000,14.99,831.86,36.0,82000.0,11.24,2.0,0.0,9.0,64.6,28484,0.0,2.0,31.0,3.4166666666666665,0,0.9654977181747508,0,29.27,0,0,2,2,1,1,0,0.40966025,High
23000,6.62,706.19,36.0,75000.0,13.42,3.0,0.0,9.0,27.3,52279,0.0,0.0,27.0,3.260869565217391,0,-0.5057770681332006,0,30.67,0,0,0,1,1,2,0,0.100503206,Low
30575,16.55,752.49,60.0,95000.0,32.21,9.0,0.0,12.0,71.8,13276,0.0,2.0,28.0,3.107113654946852,1,-1.1678467287673406,0,32.18,0,0,3,2,1,2,0,0.7047424,Critical
15000,8.59,474.14,36.0,69000.0,20.12,1.0,8.0,25.0,53.3,15250,0.0,0.0,50.0,4.6,0,1.4642229318667992,1,21.74,0,0,0,2,4,1,0,0.3315455,High
5800,16.29,204.75,36.0,29000.0,32.12,6.0,0.0,7.0,98.0,29807,0.0,0.0,10.0,5.0,1,-1.4278467287673422,0,20.0,0,1,3,1,1,1,0,0.6203483,Critical
3500,12.29,116.74,36.0,82000.0,19.02,2.0,2.0,11.0,31.2,3934,0.0,1.0,24.0,23.428571428571427,0,-1.7345022818252502,1,4.27,0,0,2,4,5,0,0,0.38034067,High
7000,11.99,232.47,36.0,50000.0,26.81,8.0,0.0,10.0,47.6,7799,0.0,2.0,21.0,7.142857142857143,0,-2.034502281825249,0,14.0,0,0,2,2,5,2,0,0.5786164,Critical
20000,17.27,499.96,60.0,53000.0,8.15,5.0,0.0,3.0,56.0,14732,0.0,1.0,14.0,2.65,0,3.24549771817475,0,37.74,0,0,2,2,5,2,0,0.60916513,Critical
4000,16.29,141.21,36.0,35000.0,20.23,3.0,3.0,7.0,34.1,1092,0.0,2.0,18.0,8.75,0,-1.4278467287673422,1,11.43,0,0,3,9,5,2,0,0.6450733,Critical
5000,13.98,170.84,36.0,21300.0,11.77,1.0,12.0,4.0,78.5,3061,0.0,1.0,28.0,4.26,0,-0.04450228182524896,1,23.47,0,0,2,6,5,1,1,0.5569509,Critical
15000,11.39,329.07,60.0,60000.0,13.78,8.0,0.0,5.0,42.5,11890,1.0,0.0,12.0,4.0,0,0.7018212682015221,0,25.0,1,0,1,2,5,0,0,0.5045611,Critical
15000,11.49,494.57,36.0,55000.0,16.0,3.0,1.0,15.0,52.1,15627,0.0,0.0,21.0,3.6666666666666665,0,0.8018212682015218,1,27.27,0,0,1,2,5,1,0,0.5093885,Critical
24825,17.86,628.51,60.0,54000.0,37.42,10.0,0.0,16.0,77.1,20968,0.0,0.0,25.0,2.175226586102719,1,0.14215327123265808,0,45.97,0,0,3,2,4,1,1,0.74654216,Critical
35000,25.69,1041.51,60.0,111000.0,23.02,10.0,1.0,22.0,52.6,15370,1.0,1.0,38.0,3.1714285714285713,0,0.7842397534668741,1,31.53,1,0,5,2,5,1,1,0.8592086,Critical
7000,9.63,224.66,36.0,93240.0,14.05,10.0,0.0,8.0,39.6,5265,0.0,1.0,31.0,13.32,0,2.5042229318668,0,7.51,0,0,0,13,1,0,0,0.13702542,Low
17000,14.65,401.32,60.0,73400.0,31.57,9.0,4.0,17.0,66.6,22973,0.0,0.0,27.0,4.317647058823529,1,0.625497718174751,1,23.16,0,0,2,2,1,1,1,0.67240506,Critical
6025,18.99,220.83,36.0,57000.0,26.78,6.0,0.0,17.0,26.4,9853,1.0,3.0,32.0,9.46058091286307,0,1.272153271232657,0,10.57,1,0,3,8,5,2,1,0.7328367,Critical
25000,6.49,766.12,36.0,125000.0,9.33,2.0,0.0,11.0,27.8,29876,0.0,0.0,27.0,5.0,0,-0.6357770681332005,0,20.0,0,0,0,1,1,0,0,0.08971086,Low
8500,12.79,285.54,36.0,118000.0,2.98,6.0,0.0,4.0,80.6,5240,0.0,0.0,7.0,13.882352941176471,0,-1.2345022818252502,0,7.2,0,1,2,2,1,1,0,0.40433082,High
6000,13.06,136.71,60.0,81600.0,13.71,6.0,1.0,6.0,6.0,368,0.0,0.0,9.0,13.6,0,-0.9645022818252489,1,7.35,0,0,2,0,1,0,0,0.40925246,High
1200,16.29,42.37,36.0,82000.0,29.01,4.0,0.0,13.0,65.7,17291,0.0,0.0,19.0,68.33333333333333,0,-1.4278467287673422,0,1.46,0,0,3,4,1,1,0,0.37083715,High
40000,7.24,1239.48,36.0,132000.0,15.15,6.0,0.0,6.0,79.7,56583,0.0,0.0,16.0,3.3,0,0.11422293186679955,0,30.3,0,0,0,1,1,2,0,0.18656978,Medium
10000,14.08,342.17,36.0,117000.0,14.8,10.0,0.0,10.0,79.0,21081,1.0,0.0,23.0,11.7,0,0.05549771817475069,0,8.55,1,0,2,2,5,0,0,0.4536154,High
8500,11.14,278.85,36.0,79000.0,17.56,9.0,1.0,12.0,49.7,16513,0.0,1.0,21.0,9.294117647058824,0,0.45182126820152213,1,10.76,0,0,1,1,1,0,0,0.30632573,High
9000,11.99,298.89,36.0,75000.0,15.25,1.0,0.0,8.0,79.2,10770,0.0,0.0,20.0,8.333333333333334,0,1.3018212682015218,0,12.0,0,0,1,2,1,0,0,0.27930334,Medium
22400,12.29,747.11,36.0,67000.0,19.02,10.0,0.0,14.0,45.7,15896,0.0,0.0,37.0,2.9910714285714284,0,-1.7345022818252502,0,33.43,0,0,2,2,1,1,1,0.39789698,High
20000,16.29,489.45,60.0,85000.0,13.77,10.0,0.0,11.0,66.8,29939,0.0,1.0,15.0,4.25,0,2.2654977181747498,0,23.53,0,0,2,1,1,2,0,0.4757839,High
6000,12.99,202.14,36.0,54000.0,13.18,5.0,2.0,9.0,47.8,3583,0.0,2.0,26.0,9.0,0,2.3018212682015218,1,11.11,0,0,1,2,5,1,0,0.34221482,High
19000,9.67,610.14,36.0,70000.0,15.14,3.0,0.0,14.0,29.2,16951,0.0,1.0,23.0,3.6842105263157894,0,-1.0181787317984785,0,27.14,0,0,1,2,5,1,0,0.32858017,High
14000,9.17,446.31,36.0,36000.0,11.13,1.0,0.0,5.0,74.9,14226,0.0,0.0,20.0,2.5714285714285716,0,-1.5181787317984785,0,38.89,0,0,1,2,5,1,0,0.28906482,Medium
20000,8.9,635.07,36.0,100000.0,26.08,10.0,0.0,15.0,42.1,7696,0.0,0.0,35.0,5.0,0,1.7742229318667997,0,20.0,0,0,0,2,1,2,0,0.25265068,Medium
15000,13.18,342.68,60.0,108000.0,21.21,1.0,0.0,22.0,71.8,36198,0.0,0.0,45.0,7.2,0,-0.8445022818252497,0,13.89,0,0,2,2,5,1,1,0.64911914,Critical
16550,11.49,545.68,36.0,36000.0,21.93,6.0,0.0,4.0,57.3,3893,0.0,0.0,13.0,2.175226586102719,0,0.8018212682015218,0,45.97,0,0,1,2,4,2,0,0.5910623,Critical
8000,16.59,283.6,36.0,50000.0,30.8,10.0,0.0,10.0,45.5,8597,1.0,0.0,24.0,6.25,1,-1.1278467287673415,0,16.0,1,0,3,2,1,2,0,0.55332935,Critical
20000,10.75,652.41,36.0,54538.0,21.83,10.0,0.0,8.0,58.5,22530,0.0,0.0,19.0,2.7269,0,0.06182126820152156,0,36.67,0,0,1,2,1,2,0,0.33733684,High
6500,10.99,212.78,36.0,30000.0,11.28,10.0,0.0,6.0,57.6,7197,0.0,1.0,16.0,4.615384615384615,0,0.3018212682015218,0,21.67,0,0,1,2,1,1,0,0.3203833,High
28000,6.24,854.87,36.0,168000.0,24.87,5.0,0.0,29.0,51.6,99663,0.0,1.0,47.0,6.0,0,-0.8857770681332005,0,16.67,0,0,0,1,1,0,0,0.1294895,Low
15125,14.07,517.46,36.0,68950.0,19.94,10.0,1.0,10.0,60.1,12510,0.0,0.0,16.0,4.558677685950413,0,0.0454977181747509,1,21.94,0,0,2,4,1,0,0,0.4787394,High
32675,28.99,1036.97,60.0,86000.0,23.65,1.0,0.0,9.0,83.4,19756,1.0,2.0,17.0,2.631981637337414,0,1.4155908945856837,0,37.99,1,1,6,2,5,2,1,0.885978,Critical
7000,11.99,232.47,36.0,44040.0,22.72,1.0,0.0,23.0,61.8,8962,0.0,1.0,25.0,6.291428571428572,0,1.3018212682015218,0,15.89,0,0,1,2,5,1,0,0.47532588,High
19000,7.49,590.94,36.0,54000.0,25.84,6.0,0.0,9.0,2.7,1376,0.0,0.0,25.0,2.8421052631578947,0,0.36422293186679955,0,35.19,0,0,0,4,1,0,0,0.24994563,Medium
17550,22.91,493.84,60.0,39000.0,11.45,10.0,0.0,5.0,83.0,10090,0.0,0.0,5.0,2.2222222222222223,0,1.78032034430122,0,45.0,0,1,4,2,4,2,1,0.7341513,Critical
5000,9.93,161.18,36.0,56265.0,9.02,10.0,0.0,7.0,53.5,9153,0.0,0.0,12.0,11.253,0,-0.7581787317984787,0,8.89,0,0,1,1,1,0,0,0.25041854,Medium
20000,7.69,623.88,36.0,120000.0,13.2,10.0,0.0,8.0,13.3,2305,0.0,0.0,20.0,6.0,0,0.5642229318667997,0,16.67,0,0,0,2,5,1,0,0.21667483,Medium
9325,16.78,331.45,36.0,26693.0,27.75,6.0,0.0,5.0,95.6,15971,0.0,0.0,8.0,2.862520107238606,0,2.7554977181747518,0,34.93,0,1,2,1,1,2,1,0.60005176,Critical
6000,15.99,210.92,36.0,32500.0,16.88,1.0,0.0,5.0,84.9,7045,0.0,0.0,5.0,5.416666666666667,0,1.9654977181747508,0,18.46,0,1,2,2,5,1,0,0.558705,Critical
28000,11.53,923.73,36.0,70000.0,21.02,4.0,0.0,19.0,77.9,18387,0.0,1.0,38.0,2.5,0,0.8418212682015209,0,40.0,0,0,1,1,5,2,1,0.43335935,High
8000,13.49,271.45,36.0,35360.0,30.62,2.0,0.0,12.0,94.0,9608,0.0,2.0,22.0,4.42,1,-0.5345022818252492,0,22.62,0,1,2,2,5,2,0,0.62658936,Critical
6000,9.17,191.28,36.0,21450.0,32.23,5.0,0.0,12.0,57.0,14143,0.0,0.0,21.0,3.575,1,-1.5181787317984785,0,27.97,0,0,1,2,5,0,0,0.38399518,High
25000,15.2,869.09,36.0,134000.0,7.4,3.0,0.0,16.0,46.8,21555,0.0,0.0,29.0,5.36,0,-2.517846728767342,0,18.66,0,0,3,6,1,1,1,0.4537233,High
13600,15.77,329.07,60.0,123000.0,8.33,10.0,0.0,11.0,39.0,10809,0.0,3.0,28.0,9.044117647058824,0,-1.9478467287673418,0,11.06,0,0,3,2,5,0,0,0.59463215,Critical
21000,10.49,451.27,60.0,85000.0,18.55,10.0,0.0,14.0,54.8,21085,0.0,1.0,22.0,4.0476190476190474,0,-0.19817873179847822,0,24.71,0,0,1,2,1,1,1,0.4888051,High
8000,11.99,265.68,36.0,52000.0,31.59,10.0,6.0,11.0,79.9,33705,0.0,3.0,22.0,6.5,1,1.3018212682015218,1,15.38,0,0,1,1,5,0,0,0.4453841,High
4500,6.24,137.39,36.0,40000.0,12.6,2.0,0.0,5.0,83.1,4820,0.0,0.0,15.0,8.88888888888889,0,-0.8857770681332005,0,11.25,0,1,0,1,5,1,0,0.14359304,Low
12000,12.74,271.45,60.0,107000.0,10.52,8.0,1.0,7.0,53.3,8262,0.0,0.0,22.0,8.916666666666666,0,-1.2845022818252492,1,11.21,0,0,2,9,1,1,0,0.4377285,High
